uid,variant,temp,file,model,modality,is_digital
d21fc252,0,0.0,groq_batch_rate_limited/llama3-8b-8192/d21fc252_v0_t0_0.json,llama3-8b-8192,VISION,1
ce0be4e8,2,0.0,groq_batch_rate_limited/llama3-8b-8192/ce0be4e8_v2_t0_0.json,llama3-8b-8192,VISION,1
d21fc252,2,0.5,groq_batch_rate_limited/llama3-8b-8192/d21fc252_v2_t0_5.json,llama3-8b-8192,VISION,1
ce0be4e8,0,0.5,groq_batch_rate_limited/llama3-8b-8192/ce0be4e8_v0_t0_5.json,llama3-8b-8192,VISION,1
d21fc252,1,0.0,groq_batch_rate_limited/llama3-8b-8192/d21fc252_v1_t0_0.json,llama3-8b-8192,VISION,1
ce0be4e8,1,0.5,groq_batch_rate_limited/llama3-8b-8192/ce0be4e8_v1_t0_5.json,llama3-8b-8192,VISION,1
d21fc252,2,0.0,groq_batch_rate_limited/llama3-8b-8192/d21fc252_v2_t0_0.json,llama3-8b-8192,VISION,1
ce0be4e8,0,0.0,groq_batch_rate_limited/llama3-8b-8192/ce0be4e8_v0_t0_0.json,llama3-8b-8192,VISION,1
d21fc252,0,0.5,groq_batch_rate_limited/llama3-8b-8192/d21fc252_v0_t0_5.json,llama3-8b-8192,VISION,1
ce0be4e8,2,0.5,groq_batch_rate_limited/llama3-8b-8192/ce0be4e8_v2_t0_5.json,llama3-8b-8192,VISION,1
ce0be4e8,1,0.0,groq_batch_rate_limited/llama3-8b-8192/ce0be4e8_v1_t0_0.json,llama3-8b-8192,VISION,1
d21fc252,1,0.5,groq_batch_rate_limited/llama3-8b-8192/d21fc252_v1_t0_5.json,llama3-8b-8192,VISION,1
d21fc252,0,0.0,anthropic/claude-3-opus-20240229/d21fc252_v0_t0_0.json,claude-3-opus-20240229,VISION,1
ce0be4e8,2,0.0,anthropic/claude-3-opus-20240229/ce0be4e8_v2_t0_0.json,claude-3-opus-20240229,VISION,1
d21fc252,2,0.5,anthropic/claude-3-opus-20240229/d21fc252_v2_t0_5.json,claude-3-opus-20240229,VISION,1
ce0be4e8,0,0.5,anthropic/claude-3-opus-20240229/ce0be4e8_v0_t0_5.json,claude-3-opus-20240229,VISION,1
d21fc252,1,0.0,anthropic/claude-3-opus-20240229/d21fc252_v1_t0_0.json,claude-3-opus-20240229,VISION,1
ce0be4e8,1,0.5,anthropic/claude-3-opus-20240229/ce0be4e8_v1_t0_5.json,claude-3-opus-20240229,VISION,1
d21fc252,2,0.0,anthropic/claude-3-opus-20240229/d21fc252_v2_t0_0.json,claude-3-opus-20240229,VISION,1
ce0be4e8,0,0.0,anthropic/claude-3-opus-20240229/ce0be4e8_v0_t0_0.json,claude-3-opus-20240229,VISION,1
d21fc252,0,0.5,anthropic/claude-3-opus-20240229/d21fc252_v0_t0_5.json,claude-3-opus-20240229,VISION,1
ce0be4e8,2,0.5,anthropic/claude-3-opus-20240229/ce0be4e8_v2_t0_5.json,claude-3-opus-20240229,VISION,1
ce0be4e8,1,0.0,anthropic/claude-3-opus-20240229/ce0be4e8_v1_t0_0.json,claude-3-opus-20240229,VISION,1
d21fc252,1,0.5,anthropic/claude-3-opus-20240229/d21fc252_v1_t0_5.json,claude-3-opus-20240229,VISION,1
d21fc252,0,0.0,anthropic/claude-3-5-sonnet-20240620/d21fc252_v0_t0_0.json,claude-3-5-sonnet-20240620,VISION,1
ce0be4e8,2,0.0,anthropic/claude-3-5-sonnet-20240620/ce0be4e8_v2_t0_0.json,claude-3-5-sonnet-20240620,VISION,1
d21fc252,2,0.5,anthropic/claude-3-5-sonnet-20240620/d21fc252_v2_t0_5.json,claude-3-5-sonnet-20240620,VISION,1
ce0be4e8,0,0.5,anthropic/claude-3-5-sonnet-20240620/ce0be4e8_v0_t0_5.json,claude-3-5-sonnet-20240620,VISION,1
d21fc252,1,0.0,anthropic/claude-3-5-sonnet-20240620/d21fc252_v1_t0_0.json,claude-3-5-sonnet-20240620,VISION,1
ce0be4e8,1,0.5,anthropic/claude-3-5-sonnet-20240620/ce0be4e8_v1_t0_5.json,claude-3-5-sonnet-20240620,VISION,1
d21fc252,2,0.0,anthropic/claude-3-5-sonnet-20240620/d21fc252_v2_t0_0.json,claude-3-5-sonnet-20240620,VISION,1
ce0be4e8,0,0.0,anthropic/claude-3-5-sonnet-20240620/ce0be4e8_v0_t0_0.json,claude-3-5-sonnet-20240620,VISION,1
d21fc252,0,0.5,anthropic/claude-3-5-sonnet-20240620/d21fc252_v0_t0_5.json,claude-3-5-sonnet-20240620,VISION,1
ce0be4e8,2,0.5,anthropic/claude-3-5-sonnet-20240620/ce0be4e8_v2_t0_5.json,claude-3-5-sonnet-20240620,VISION,1
ce0be4e8,1,0.0,anthropic/claude-3-5-sonnet-20240620/ce0be4e8_v1_t0_0.json,claude-3-5-sonnet-20240620,VISION,1
d21fc252,1,0.5,anthropic/claude-3-5-sonnet-20240620/d21fc252_v1_t0_5.json,claude-3-5-sonnet-20240620,VISION,1
d21fc252,0,0.0,openai/gpt-4/d21fc252_v0_t0_0.json,gpt-4,VISION,1
ce0be4e8,2,0.0,openai/gpt-4/ce0be4e8_v2_t0_0.json,gpt-4,VISION,1
d21fc252,2,0.5,openai/gpt-4/d21fc252_v2_t0_5.json,gpt-4,VISION,1
ce0be4e8,0,0.5,openai/gpt-4/ce0be4e8_v0_t0_5.json,gpt-4,VISION,1
d21fc252,1,0.0,openai/gpt-4/d21fc252_v1_t0_0.json,gpt-4,VISION,1
ce0be4e8,1,0.5,openai/gpt-4/ce0be4e8_v1_t0_5.json,gpt-4,VISION,1
d21fc252,2,0.0,openai/gpt-4/d21fc252_v2_t0_0.json,gpt-4,VISION,1
ce0be4e8,0,0.0,openai/gpt-4/ce0be4e8_v0_t0_0.json,gpt-4,VISION,1
d21fc252,0,0.5,openai/gpt-4/d21fc252_v0_t0_5.json,gpt-4,VISION,1
ce0be4e8,2,0.5,openai/gpt-4/ce0be4e8_v2_t0_5.json,gpt-4,VISION,1
ce0be4e8,1,0.0,openai/gpt-4/ce0be4e8_v1_t0_0.json,gpt-4,VISION,1
d21fc252,1,0.5,openai/gpt-4/d21fc252_v1_t0_5.json,gpt-4,VISION,1
d21fc252,0,0.0,openai/gpt-4-turbo/d21fc252_v0_t0_0.json,gpt-4-turbo,VISION,1
ce0be4e8,2,0.0,openai/gpt-4-turbo/ce0be4e8_v2_t0_0.json,gpt-4-turbo,VISION,1
d21fc252,2,0.5,openai/gpt-4-turbo/d21fc252_v2_t0_5.json,gpt-4-turbo,VISION,1
ce0be4e8,0,0.5,openai/gpt-4-turbo/ce0be4e8_v0_t0_5.json,gpt-4-turbo,VISION,1
d21fc252,1,0.0,openai/gpt-4-turbo/d21fc252_v1_t0_0.json,gpt-4-turbo,VISION,1
ce0be4e8,1,0.5,openai/gpt-4-turbo/ce0be4e8_v1_t0_5.json,gpt-4-turbo,VISION,1
d21fc252,2,0.0,openai/gpt-4-turbo/d21fc252_v2_t0_0.json,gpt-4-turbo,VISION,1
ce0be4e8,0,0.0,openai/gpt-4-turbo/ce0be4e8_v0_t0_0.json,gpt-4-turbo,VISION,1
d21fc252,0,0.5,openai/gpt-4-turbo/d21fc252_v0_t0_5.json,gpt-4-turbo,VISION,1
ce0be4e8,2,0.5,openai/gpt-4-turbo/ce0be4e8_v2_t0_5.json,gpt-4-turbo,VISION,1
ce0be4e8,1,0.0,openai/gpt-4-turbo/ce0be4e8_v1_t0_0.json,gpt-4-turbo,VISION,1
d21fc252,1,0.5,openai/gpt-4-turbo/d21fc252_v1_t0_5.json,gpt-4-turbo,VISION,1
d21fc252,0,0.0,openai/gpt-3.5-turbo/d21fc252_v0_t0_0.json,gpt-3.5-turbo,VISION,1
ce0be4e8,2,0.0,openai/gpt-3.5-turbo/ce0be4e8_v2_t0_0.json,gpt-3.5-turbo,VISION,1
d21fc252,2,0.5,openai/gpt-3.5-turbo/d21fc252_v2_t0_5.json,gpt-3.5-turbo,VISION,1
ce0be4e8,0,0.5,openai/gpt-3.5-turbo/ce0be4e8_v0_t0_5.json,gpt-3.5-turbo,VISION,1
d21fc252,1,0.0,openai/gpt-3.5-turbo/d21fc252_v1_t0_0.json,gpt-3.5-turbo,VISION,1
ce0be4e8,1,0.5,openai/gpt-3.5-turbo/ce0be4e8_v1_t0_5.json,gpt-3.5-turbo,VISION,1
d21fc252,2,0.0,openai/gpt-3.5-turbo/d21fc252_v2_t0_0.json,gpt-3.5-turbo,VISION,1
ce0be4e8,0,0.0,openai/gpt-3.5-turbo/ce0be4e8_v0_t0_0.json,gpt-3.5-turbo,VISION,1
d21fc252,0,0.5,openai/gpt-3.5-turbo/d21fc252_v0_t0_5.json,gpt-3.5-turbo,VISION,1
ce0be4e8,2,0.5,openai/gpt-3.5-turbo/ce0be4e8_v2_t0_5.json,gpt-3.5-turbo,VISION,1
ce0be4e8,1,0.0,openai/gpt-3.5-turbo/ce0be4e8_v1_t0_0.json,gpt-3.5-turbo,VISION,1
d21fc252,1,0.5,openai/gpt-3.5-turbo/d21fc252_v1_t0_5.json,gpt-3.5-turbo,VISION,1
