uid,occupation,variant,temp,model,modality,file,wrapper_strict,wrapper_rescued,schema_strict,schema_rescued,safety_strict,safety_rescued,rubric_score,iou,is_manual_stub,price_per_k,ctx_tokens,price_date,Importance,w_task,norm_schema,norm_rubric,norm_iou,norm_price,norm_safety,composite_score
93eea469,Paralegals and Legal Assistants,2,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/93eea469_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.01,128000,,3.93,0.786,1.0,0.8,0.0,0.0,1.0,72.30769230769232
2e2364b7,Paralegals and Legal Assistants,1,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/2e2364b7_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.01,128000,,3.89,0.778,1.0,0.4,0.0,0.0,1.0,47.6923076923077
d0cae549,Paralegals and Legal Assistants,2,0.0,gpt-4-turbo,TEXT,gpt-4-turbo/d0cae549_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,5.0,,0,0.01,128000,,2.99,0.5980000000000001,1.0,1.0,0.0,0.0,1.0,84.61538461538461
7dda7be5,Paralegals and Legal Assistants,2,0.0,gpt-4-turbo,TEXT,gpt-4-turbo/7dda7be5_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,5.0,,0,0.01,128000,,2.9,0.58,1.0,1.0,0.0,0.0,1.0,84.61538461538461
3db6d320,Paralegals and Legal Assistants,0,0.0,gpt-4-turbo,TEXT,gpt-4-turbo/3db6d320_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.01,128000,,4.06,0.8119999999999999,1.0,0.6,0.0,0.0,1.0,60.0
93eea469,Paralegals and Legal Assistants,0,0.0,gpt-4-turbo,TEXT,gpt-4-turbo/93eea469_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.01,128000,,3.93,0.786,1.0,0.6,0.0,0.0,1.0,60.0
db852c6e,Paralegals and Legal Assistants,2,0.0,gpt-4-turbo,TEXT,gpt-4-turbo/db852c6e_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.01,128000,,3.33,0.666,1.0,0.8,0.0,0.0,1.0,72.30769230769232
9cebf902,Paralegals and Legal Assistants,0,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/9cebf902_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.01,128000,,3.89,0.778,1.0,0.6,0.0,0.0,1.0,60.0
dc35566b,Paralegals and Legal Assistants,2,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/dc35566b_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.01,128000,,3.97,0.794,1.0,0.8,0.0,0.0,1.0,72.30769230769232
3dfcc5c3,Paralegals and Legal Assistants,1,0.0,gpt-4-turbo,TEXT,gpt-4-turbo/3dfcc5c3_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.01,128000,,2.67,0.534,1.0,0.6,0.0,0.0,1.0,60.0
d0cae549,Paralegals and Legal Assistants,0,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/d0cae549_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.01,128000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
7dda7be5,Paralegals and Legal Assistants,0,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/7dda7be5_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.01,128000,,2.9,0.58,1.0,0.6,0.0,0.0,1.0,60.0
3db6d320,Paralegals and Legal Assistants,2,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/3db6d320_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,5.0,,0,0.01,128000,,4.06,0.8119999999999999,1.0,1.0,0.0,0.0,1.0,84.61538461538461
07080553,Paralegals and Legal Assistants,1,0.5,gpt-4-turbo,TEXT,gpt-4-turbo/07080553_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.01,128000,,4.38,0.876,1.0,0.6,0.0,0.0,1.0,60.0
93eea469,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/93eea469_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.93,0.786,1.0,0.6,0.0,0.0,1.0,60.0
8b2ab848,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/8b2ab848_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
3a55f5ca,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3a55f5ca_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,4.32,0.8640000000000001,1.0,0.8,0.0,0.0,1.0,72.30769230769232
9cebf902,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/9cebf902_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.89,0.778,1.0,0.6,0.0,0.0,1.0,60.0
d0cae549,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/d0cae549_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
7dda7be5,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/7dda7be5_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.9,0.58,1.0,0.6,0.0,0.0,1.0,60.0
3dfcc5c3,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3dfcc5c3_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.67,0.534,1.0,0.6,0.0,0.0,1.0,60.0
2e2364b7,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/2e2364b7_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.89,0.778,1.0,0.8,0.0,0.0,1.0,72.30769230769232
07080553,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/07080553_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.38,0.876,1.0,0.6,0.0,0.0,1.0,60.0
8b2ab848,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/8b2ab848_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
dc35566b,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/dc35566b_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.97,0.794,1.0,0.6,0.0,0.0,1.0,60.0
3a55f5ca,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3a55f5ca_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.32,0.8640000000000001,1.0,0.6,0.0,0.0,1.0,60.0
db852c6e,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/db852c6e_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.33,0.666,1.0,0.6,0.0,0.0,1.0,60.0
2e2364b7,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/2e2364b7_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,3.89,0.778,1.0,0.4,0.0,0.0,1.0,47.6923076923077
07080553,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/07080553_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,4.38,0.876,1.0,0.8,0.0,0.0,1.0,72.30769230769232
3db6d320,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3db6d320_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,4.06,0.8119999999999999,1.0,0.4,0.0,0.0,1.0,47.6923076923077
3dfcc5c3,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3dfcc5c3_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,2.67,0.534,1.0,0.8,0.0,0.0,1.0,72.30769230769232
93eea469,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/93eea469_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.93,0.786,1.0,0.6,0.0,0.0,1.0,60.0
9cebf902,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/9cebf902_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.89,0.778,1.0,0.6,0.0,0.0,1.0,60.0
dc35566b,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/dc35566b_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.97,0.794,1.0,0.8,0.0,0.0,1.0,72.30769230769232
db852c6e,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/db852c6e_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,5.0,,0,0.0005,16000,,3.33,0.666,1.0,1.0,0.0,0.0,1.0,84.61538461538461
3dfcc5c3,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3dfcc5c3_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.67,0.534,1.0,0.6,0.0,0.0,1.0,60.0
d0cae549,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/d0cae549_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
7dda7be5,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/7dda7be5_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,2.9,0.58,1.0,0.4,0.0,0.0,1.0,47.6923076923077
3db6d320,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3db6d320_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.06,0.8119999999999999,1.0,0.6,0.0,0.0,1.0,60.0
07080553,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/07080553_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,4.38,0.876,1.0,0.4,0.0,0.0,1.0,47.6923076923077
8b2ab848,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/8b2ab848_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
3a55f5ca,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3a55f5ca_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.32,0.8640000000000001,1.0,0.6,0.0,0.0,1.0,60.0
db852c6e,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/db852c6e_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.33,0.666,1.0,0.6,0.0,0.0,1.0,60.0
9cebf902,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/9cebf902_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.89,0.778,1.0,0.6,0.0,0.0,1.0,60.0
dc35566b,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/dc35566b_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,3.97,0.794,1.0,0.4,0.0,0.0,1.0,47.6923076923077
93eea469,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/93eea469_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.93,0.786,1.0,0.8,0.0,0.0,1.0,72.30769230769232
2e2364b7,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/2e2364b7_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.89,0.778,1.0,0.6,0.0,0.0,1.0,60.0
d0cae549,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/d0cae549_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.8,0.0,0.0,1.0,72.30769230769232
7dda7be5,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/7dda7be5_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.9,0.58,1.0,0.6,0.0,0.0,1.0,60.0
3db6d320,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3db6d320_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,4.06,0.8119999999999999,1.0,0.4,0.0,0.0,1.0,47.6923076923077
8b2ab848,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/8b2ab848_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.4,0.0,0.0,1.0,47.6923076923077
3a55f5ca,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3a55f5ca_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.32,0.8640000000000001,1.0,0.6,0.0,0.0,1.0,60.0
db852c6e,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/db852c6e_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.33,0.666,1.0,0.8,0.0,0.0,1.0,72.30769230769232
dc35566b,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/dc35566b_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.97,0.794,1.0,0.6,0.0,0.0,1.0,60.0
2e2364b7,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/2e2364b7_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,3.89,0.778,1.0,0.4,0.0,0.0,1.0,47.6923076923077
07080553,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/07080553_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.38,0.876,1.0,0.6,0.0,0.0,1.0,60.0
3db6d320,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3db6d320_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,4.06,0.8119999999999999,1.0,0.4,0.0,0.0,1.0,47.6923076923077
3dfcc5c3,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3dfcc5c3_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,2.67,0.534,1.0,0.8,0.0,0.0,1.0,72.30769230769232
93eea469,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/93eea469_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.93,0.786,1.0,0.6,0.0,0.0,1.0,60.0
8b2ab848,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/8b2ab848_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
9cebf902,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/9cebf902_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,3.89,0.778,1.0,0.4,0.0,0.0,1.0,47.6923076923077
3a55f5ca,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3a55f5ca_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,4.32,0.8640000000000001,1.0,0.8,0.0,0.0,1.0,72.30769230769232
d0cae549,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/d0cae549_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
7dda7be5,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/7dda7be5_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.9,0.58,1.0,0.6,0.0,0.0,1.0,60.0
3dfcc5c3,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3dfcc5c3_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.67,0.534,1.0,0.6,0.0,0.0,1.0,60.0
2e2364b7,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/2e2364b7_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.89,0.778,1.0,0.8,0.0,0.0,1.0,72.30769230769232
07080553,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/07080553_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.38,0.876,1.0,0.6,0.0,0.0,1.0,60.0
8b2ab848,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/8b2ab848_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
9cebf902,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/9cebf902_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.89,0.778,1.0,0.8,0.0,0.0,1.0,72.30769230769232
dc35566b,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/dc35566b_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,3.97,0.794,1.0,0.4,0.0,0.0,1.0,47.6923076923077
3a55f5ca,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3a55f5ca_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,4.32,0.8640000000000001,1.0,0.4,0.0,0.0,1.0,47.6923076923077
db852c6e,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/db852c6e_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.33,0.666,1.0,0.6,0.0,0.0,1.0,60.0
93eea469,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/93eea469_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.93,0.786,1.0,0.8,0.0,0.0,1.0,72.30769230769232
2e2364b7,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/2e2364b7_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.89,0.778,1.0,0.6,0.0,0.0,1.0,60.0
d0cae549,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/d0cae549_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.8,0.0,0.0,1.0,72.30769230769232
7dda7be5,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/7dda7be5_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.9,0.58,1.0,0.6,0.0,0.0,1.0,60.0
3db6d320,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3db6d320_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.06,0.8119999999999999,1.0,0.6,0.0,0.0,1.0,60.0
93eea469,Paralegals and Legal Assistants,0,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/93eea469_v0_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.93,0.786,1.0,0.6,0.0,0.0,1.0,60.0
db852c6e,Paralegals and Legal Assistants,2,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/db852c6e_v2_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,3.33,0.666,1.0,0.8,0.0,0.0,1.0,72.30769230769232
9cebf902,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/9cebf902_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,3.89,0.778,1.0,0.6,0.0,0.0,1.0,60.0
dc35566b,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/dc35566b_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,5.0,,0,0.0005,16000,,3.97,0.794,1.0,1.0,0.0,0.0,1.0,84.61538461538461
3dfcc5c3,Paralegals and Legal Assistants,1,0.0,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3dfcc5c3_v1_t0_0.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.67,0.534,1.0,0.6,0.0,0.0,1.0,60.0
d0cae549,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/d0cae549_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,2.99,0.5980000000000001,1.0,0.6,0.0,0.0,1.0,60.0
7dda7be5,Paralegals and Legal Assistants,0,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/7dda7be5_v0_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,0,0.0005,16000,,2.9,0.58,1.0,0.4,0.0,0.0,1.0,47.6923076923077
3db6d320,Paralegals and Legal Assistants,2,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/3db6d320_v2_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,0,0.0005,16000,,4.06,0.8119999999999999,1.0,0.8,0.0,0.0,1.0,72.30769230769232
07080553,Paralegals and Legal Assistants,1,0.5,gpt-3.5-turbo,TEXT,gpt-3.5-turbo/07080553_v1_t0_5.json,1.0,1.0,1.0,1.0,0.0,0.0,3.0,,0,0.0005,16000,,4.38,0.876,1.0,0.6,0.0,0.0,1.0,60.0
